Author,n,Sex,Group,Health,Age_grp,Age_M,Age_SD,Age_SEM,BWgt_M,BWgt_SD,BWgt_SEM,RT_status,RT_yr_min,RT_yr_M,RT_yr_SD,Equipment,Exercise,Upper_Lower,%1RM,Limb,Pace_method,CON_s,ECC_s,Sum_s,Contraction,ECC_CON_Reps_M,ECC_CON_Reps_SD,ECC_CON_Reps_SEM,ECC_CON_Reps_MIN,ECC_CON_Reps_MAX,ECC_CON_1RM_M,ECC_CON_1RM_SD,ECC_CON_1RM_ratio_M,ECC_CON_1RM_ratio_SD,ECC_1RM_M,ECC_1RM_SD,CON_1RM_M,CON_1RM_SD,ABT_Bwgt,ABT_Hgt
Emanuel.IJSPP.2021b,10,F,G1,Healthy,Adult 18-59,29,4,,62,8,,Trained,,3,2.3,Barbell,Squat,Lower,83,Bilateral,Max velocity,,,,ECC-CON,10.2,4.07,,5,17,73,15,1.18,0.25,,,,,NO,NO
Emanuel.IJSPP.2021b,10,M,G2,Healthy,Adult 18-59,30,4,,78,4,,Trained,,9,4,Barbell,Bench press,Upper,70,Bilateral,Max velocity,,,,ECC-CON,13.1,2.8,,9,17,99,14,1.29,0.22,,,,,NO,NO
Emanuel.IJSPP.2021b,10,M,G2,Healthy,Adult 18-59,30,4,,78,4,,Trained,,9,4,Barbell,Bench press,Upper,83,Bilateral,Max velocity,,,,ECC-CON,7.2,1.62,,4,9,99,14,1.29,0.22,,,,,NO,NO
Emanuel.IJSPP.2021b,10,M,G2,Healthy,Adult 18-59,30,4,,78,4,,Trained,,9,4,Barbell,Squat,Lower,70,Bilateral,Max velocity,,,,ECC-CON,13.2,4.73,,7,21,126,20,1.6,0.27,,,,,NO,NO
Emanuel.IJSPP.2021b,10,M,G2,Healthy,Adult 18-59,30,4,,78,4,,Trained,,9,4,Barbell,Squat,Lower,83,Bilateral,Max velocity,,,,ECC-CON,7,2.44,,3,11,126,20,1.6,0.27,,,,,NO,NO
Enemark-Miller.JSCR.2009,24,F,G1,Healthy,Adult 18-59,20,1.4,,64.7,9.6,,Trained,,,,Barbell,Squat,Lower,60,Bilateral,,,,,ECC-CON,20.3,9.7,,,,75.3,9.5,1.164,,,,,,YES,YES
Exner.EurJSportsSci.2022,46,Mixed,G1,Healthy,Adult 18-59,20,2,,67.6,14.7,,Mixed,,,,Other free weights,Biceps curl,Upper,30,Unilateral,Metronome,1,1,2,ECC-CON,46.6,12.9,,,,14.9,7.7,0.22,,,,,,NO,NO
Exner.EurJSportsSci.2022,46,Mixed,G1,Healthy,Adult 18-59,20,2,,67.6,14.7,,Mixed,,,,Other free weights,Biceps curl,Upper,60,Unilateral,Metronome,1,1,2,ECC-CON,16.6,4.6,,,,14.9,7.7,0.22,,,,,,NO,NO
Faigenbaum.PediatrPhysTher.1998,21,Mixed,G1,Healthy,Youth <18,10.4,1.2,,46.4,14.2,,Untrained,,0,0,Machine,Chest press,Upper,50,Bilateral,,,,,ECC-CON,39.2,19.4,,,,25.7,5.2,0.554,,,,,,NO,NO
Faigenbaum.PediatrPhysTher.1998,21,Mixed,G1,Healthy,Youth <18,10.4,1.2,,46.4,14.2,,Untrained,,0,0,Machine,Leg press,Lower,50,Bilateral,,,,,ECC-CON,87.2,56.5,,,,77.2,26.2,1.664,,,,,,NO,NO
Faigenbaum.PediatrPhysTher.1998,21,Mixed,G1,Healthy,Youth <18,10.4,1.2,,46.4,14.2,,Untrained,,0,0,Machine,Chest press,Upper,75,Bilateral,,,,,ECC-CON,13.4,4.3,,,,25.7,5.2,0.554,,,,,,NO,NO
Faigenbaum.PediatrPhysTher.1998,21,Mixed,G1,Healthy,Youth <18,10.4,1.2,,46.4,14.2,,Untrained,,0,0,Machine,Leg press,Lower,75,Bilateral,,,,,ECC-CON,18.2,11,,,,77.2,26.2,1.664,,,,,,NO,NO
Feuerbacher.Nutrients.2021,11,M,G1,Healthy,Adult 18-59,31.4,5.4,,87.7,8.8,,Trained,3,,,Smith machine,Squat,Lower,70,Bilateral,Max velocity,,,,ECC-CON,11.2,4,,,,134.5,20.9,1.5,0.2,,,,,NO,NO
Filip-Stachnik.JIntSocSportsNutr.2021,21,F,G1,Healthy,Adult 18-59,23,0.9,,59,6.6,,Trained,,2.9,1,Barbell,Bench press,Upper,50,Bilateral,Self-paced,,,,ECC-CON,33.05,6.59,,,,40,9.7,0.679,0.124,,,,,YES,NO
Flanagan.JSCR.2014,10,M,G1,Healthy,Adult 18-59,25.2,1.2,,91.4,18.1,,Trained,0.5,,,Barbell,Bench press,Upper,85,Bilateral,,,,,ECC only,10.5,11.46,,,,,,,,,,,,YES,YES
Flanagan.JSCR.2014,10,F,G2,Healthy,Adult 18-59,25.4,2.4,,58.45,3.3,,Trained,0.5,,,Barbell,Bench press,Upper,85,Bilateral,,,,,ECC only,13.9,14.93,,,,,,,,,,,,YES,YES
Flanagan.JSCR.2014,10,M,G1,Healthy,Adult 18-59,25.2,1.2,,91.4,18.1,,Trained,0.5,,,Barbell,Bench press,Upper,85,Bilateral,,,,,ECC-CON,6.6,7.67,,,,,,,,,,,,YES,YES
Flanagan.JSCR.2014,10,F,G2,Healthy,Adult 18-59,25.4,2.4,,58.45,3.3,,Trained,0.5,,,Barbell,Bench press,Upper,85,Bilateral,,,,,ECC-CON,6.2,7.26,,,,,,,,,,,,YES,YES
Flanagan.JSCR.2014,10,M,G1,Healthy,Adult 18-59,25.2,1.2,,91.4,18.1,,Trained,0.5,,,Barbell,Bench press,Upper,85,Bilateral,,,,,CON only,3.3,4.37,,,,,,,,,,,,YES,YES
Flanagan.JSCR.2014,10,F,G2,Healthy,Adult 18-59,25.4,2.4,,58.45,3.3,,Trained,0.5,,,Barbell,Bench press,Upper,85,Bilateral,,,,,CON only,4.1,5.11,,,,,,,,,,,,YES,YES
Flanagan.JSCR.2014,10,M,G1,Healthy,Adult 18-59,25.2,1.2,,91.4,18.1,,Trained,0.5,,,Barbell,Squat,Lower,85,Bilateral,,,,,ECC only,12.9,15.33,,,,,,,,,,,,YES,YES
Flanagan.JSCR.2014,10,F,G2,Healthy,Adult 18-59,25.4,2.4,,58.45,3.3,,Trained,0.5,,,Barbell,Squat,Lower,85,Bilateral,,,,,ECC only,13.7,16.67,,,,,,,,,,,,YES,YES
Flanagan.JSCR.2014,10,M,G1,Healthy,Adult 18-59,25.2,1.2,,91.4,18.1,,Trained,0.5,,,Barbell,Squat,Lower,85,Bilateral,,,,,ECC-CON,9.2,11.11,,,,,,,,,,,,YES,YES
Flanagan.JSCR.2014,10,F,G2,Healthy,Adult 18-59,25.4,2.4,,58.45,3.3,,Trained,0.5,,,Barbell,Squat,Lower,85,Bilateral,,,,,ECC-CON,7.7,9.67,,,,,,,,,,,,YES,YES
Flanagan.JSCR.2014,10,M,G1,Healthy,Adult 18-59,25.2,1.2,,91.4,18.1,,Trained,0.5,,,Barbell,Squat,Lower,85,Bilateral,,,,,CON only,5.5,7.89,,,,,,,,,,,,YES,YES
Flanagan.JSCR.2014,10,F,G2,Healthy,Adult 18-59,25.4,2.4,,58.45,3.3,,Trained,0.5,,,Barbell,Squat,Lower,85,Bilateral,,,,,CON only,5.3,7.67,,,,,,,,,,,,YES,YES
Fliss.ApplPhysiolNutrMetabol.2022,16,F,G1,Healthy,Adult 18-59,23,3.2,,61.7,8.6,,Untrained,,0,0,Machine,Knee extension,Lower,30,Unilateral,Max velocity,,,,ECC-CON,36,9.7,,,,46.9,11,0.76,,,,,,NO,NO
Fliss.ApplPhysiolNutrMetabol.2022,16,F,G1,Healthy,Adult 18-59,23,3.2,,61.7,8.6,,Untrained,,0,0,Other free weights,Biceps curl,Upper,60,Unilateral,Max velocity,,,,ECC-CON,30.1,7.2,,,,10.3,2,0.167,,,,,,NO,NO
Fliss.ApplPhysiolNutrMetabol.2022,16,F,G1,Healthy,Adult 18-59,23,3.2,,61.7,8.6,,Untrained,,0,0,Machine,Knee extension,Lower,80,Unilateral,Max velocity,,,,ECC-CON,9.6,4.8,,,,46.9,11,0.76,,,,,,NO,NO
Fliss.ApplPhysiolNutrMetabol.2022,16,F,G1,Healthy,Adult 18-59,23,3.2,,61.7,8.6,,Untrained,,0,0,Other free weights,Biceps curl,Upper,90,Unilateral,Max velocity,,,,ECC-CON,5.8,4.3,,,,10.3,2,0.167,,,,,,NO,NO
Franco.JSCR.2008,19,M,G1,Healthy,Adult 18-59,25,5.1,,76.9,6.8,,Trained,0.5,,,,Bench press,Upper,85,Bilateral,,,,,ECC-CON,11.2,1.2,,,,,,,,,,,,NO,NO
Franco.JSCR.2008,15,M,G2,Healthy,Adult 18-59,25.6,4.6,,76.8,7,,Trained,0.5,,,,Bench press,Upper,85,Bilateral,,,,,ECC-CON,11.2,1.6,,,,,,,,,,,,NO,NO
Freitas.JSCR.2017,11,M,G1,Healthy,Adult 18-59,27.5,5.5,,83.4,9.8,,Trained,,3.4,1.5,,Squat,Lower,80,Bilateral,,1,1,2,ECC-CON,14.03,3.96,,,,127.8,19.7,1.532,,,,,,YES,YES
Galvao.JAmGeriatrSociety.2005,12,Mixed,G1,Healthy,Elderly >59,68.9,4.8,,74.3,13.6,,Untrained,,0,0,Machine,Chest press,Upper,70,Bilateral,,,,,ECC-CON,12.9,3.1,,,,41.4,17.5,0.557,,,,,,NO,NO
Galvao.JAmGeriatrSociety.2005,16,Mixed,G2,Healthy,Elderly >59,69.7,4.4,,75.2,12,,Untrained,,0,0,Machine,Chest press,Upper,70,Bilateral,,,,,ECC-CON,12.6,4.7,,,,40.6,14.9,0.54,,,,,,NO,NO
Galvao.JAmGeriatrSociety.2005,12,Mixed,G1,Healthy,Elderly >59,68.9,4.8,,74.3,13.6,,Untrained,,0,0,Machine,Leg press,Lower,70,Bilateral,,,,,ECC-CON,24.7,11.1,,,,81.2,20,1.093,,,,,,NO,NO
Galvao.JAmGeriatrSociety.2005,16,Mixed,G2,Healthy,Elderly >59,69.7,4.4,,75.2,12,,Untrained,,0,0,Machine,Leg press,Lower,70,Bilateral,,,,,ECC-CON,21.7,9.5,,,,89.3,21.9,1.188,,,,,,NO,NO
Gepfert.BiolSport.2021,14,M,G1,Healthy,Adult 18-59,25.6,4.1,,81.7,10.8,,Trained,,3.9,2.4,Barbell,Bench press,Upper,80,Bilateral,Max velocity,,,,ECC-CON,8.29,1.9,,,,130,22.1,1.591,,,,,,YES,NO
Gillepsie.JHumMovStudies.1984,20,M,G1,Healthy,Adult 18-59,18.79,,,76.52,15.49,,Untrained,,,,Machine,Chest press,Upper,60,Bilateral,Metronome,,,2,ECC-CON,22.55,3.49,,,,,,0.94,0.13,,,,,NO,NO
Gillepsie.JHumMovStudies.1984,21,M,G2,Healthy,Adult 18-59,18.79,,,74.68,9.91,,Untrained,,,,Machine,Chest press,Upper,60,Bilateral,Metronome,,,2,ECC-CON,22.14,3.02,,,,,,0.97,0.12,,,,,NO,NO
Gillepsie.JHumMovStudies.1984,21,M,G3,Healthy,Adult 18-59,18.79,,,68.85,9.66,,Untrained,,,,Machine,Chest press,Upper,60,Bilateral,Metronome,,,2,ECC-CON,22.95,4.04,,,,,,0.97,0.11,,,,,NO,NO
Girard.EJAP.2019,14,M,G1,Healthy,Adult 18-59,22.6,1.3,,72.3,6.6,,Untrained,,,,Barbell,Biceps curl,Upper,70,Bilateral,Metronome,2,2,4,ECC-CON,13.53,0.99,,,,39.8,5,0.55,,,,,,NO,NO
Girard.EJAP.2019,14,M,G1,Healthy,Adult 18-59,22.6,1.3,,72.3,6.6,,Untrained,,,,Other free weights,Triceps extension,Upper,70,Bilateral,Metronome,2,2,4,ECC-CON,14.59,1.13,,,,34.6,5.8,0.48,,,,,,NO,NO
Girard.EurJSportSci.2022,15,M,G1,Healthy,Adult 18-59,23.6,0.7,,75.8,2.4,,Trained,1,,,Barbell,Biceps curl,Upper,30,Bilateral,Metronome,2,2,4,ECC-CON,35.7,2.2,,,,,,,,,,,,NO,NO
Girard.EurJSportSci.2022,15,M,G1,Healthy,Adult 18-59,23.6,0.7,,75.8,2.4,,Trained,1,,,Barbell,Biceps curl,Upper,70,Bilateral,Metronome,2,2,4,ECC-CON,10.7,0.4,,,,,,,,,,,,NO,NO
Glenn.EurJNutr.2017,15,F,G1,Healthy,Adult 18-59,23,3,,67.1,7,,Trained,,5.1,3.9,Barbell,Bench press,Upper,80,Bilateral,,,,,ECC-CON,11.23,2.97,,,,49.2,10.3,0.73,0.13,,,,,NO,NO
Glenn.EurJNutr.2017,15,F,G1,Healthy,Adult 18-59,23,3,,67.1,7,,Trained,,5.1,3.9,Machine,Leg press,Lower,80,Bilateral,,,,,ECC-CON,16.46,6.3,,,,180,30.3,2.68,0.37,,,,,NO,NO
Goldstein.JIntSocSportsNutr.2010,15,F,G1,Healthy,Adult 18-59,24.6,6.9,,63.6,8.3,,Trained,,,,Barbell,Bench press,Upper,60,Bilateral,,,,,ECC-CON,23,7.1,,,,52.1,11.7,0.819,,,,,,NO,NO
Gomes.JSCR.2010,15,M,G1,Healthy,Adult 18-59,23.9,4.3,,77.8,7.6,,Trained,2,,,,Bench press,Upper,40,Bilateral,,,,,ECC-CON,23.61,4.1,,,,,,,,,,,,YES,YES
Gomes.JSCR.2010,15,M,G1,Healthy,Adult 18-59,23.9,4.3,,77.8,7.6,,Trained,2,,,,Knee extension,Lower,40,Unilateral,,,,,ECC-CON,21.15,3.11,,,,,,,,,,,,YES,YES
Gomes.JSCR.2010,15,M,G1,Healthy,Adult 18-59,23.9,4.3,,77.8,7.6,,Trained,2,,,,Bench press,Upper,60,Bilateral,,,,,ECC-CON,17.08,3.14,,,,,,,,,,,,YES,YES
Gomes.JSCR.2010,15,M,G1,Healthy,Adult 18-59,23.9,4.3,,77.8,7.6,,Trained,2,,,,Knee extension,Lower,60,Unilateral,,,,,ECC-CON,17.35,3.28,,,,,,,,,,,,YES,YES
Gomes.JSCR.2010,15,M,G1,Healthy,Adult 18-59,23.9,4.3,,77.8,7.6,,Trained,2,,,,Bench press,Upper,80,Bilateral,,,,,ECC-CON,8.77,2.33,,,,,,,,,,,,YES,YES
Gomes.JSCR.2010,15,M,G1,Healthy,Adult 18-59,23.9,4.3,,77.8,7.6,,Trained,2,,,,Knee extension,Lower,80,Unilateral,,,,,ECC-CON,9.9,2.33,,,,,,,,,,,,YES,YES
Gonzalez.MuscleNerve.2017,10,M,G1,Healthy,Adult 18-59,22.8,2.7,,89.3,10.3,,Trained,1,,,Machine,Leg press,Lower,70,Bilateral,Self-paced,,,,ECC-CON,17.2,4.9,,,,,,,,,,,,NO,NO
Gonzalez.MuscleNerve.2017,10,M,G1,Healthy,Adult 18-59,22.8,2.7,,89.3,10.3,,Trained,1,,,Machine,Leg press,Lower,90,Bilateral,Self-paced,,,,ECC-CON,7.8,3.4,,,,,,,,,,,,NO,NO
Grgic.Nutrients.2020,20,M,G1,Healthy,Adult 18-59,29.3,4.8,,80.3,11.2,,Trained,0.5,,,Barbell,Bench press,Upper,85,Bilateral,Max velocity,,,,ECC-CON,6.9,2.2,,,,,,1.1,0.2,,,,,NO,NO
Grosicki.ClinIntervAging.2014,8,F,G1,Healthy,Adult 18-59,22,1.9,,61.8,10.4,,Mixed,,,,,Leg press,Lower,60,Bilateral,Metronome,2,2,4,ECC-CON,28.8,9.21,,,,244.7,83.86,3.96,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,8,F,G1,Healthy,Adult 18-59,22,1.9,,61.8,10.4,,Mixed,,,,,Knee extension,Lower,60,Bilateral,Metronome,2,2,4,ECC-CON,11.4,2.33,,,,57,14.6,0.922,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,8,F,G1,Healthy,Adult 18-59,22,1.9,,61.8,10.4,,Mixed,,,,,Biceps curl,Upper,60,Bilateral,Metronome,2,2,4,ECC-CON,13,4.34,,,,19.1,4.53,0.309,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,16,F,G2,Healthy,Elderly >59,75.1,4.5,,72.3,13.2,,Mixed,,,,,Leg press,Lower,60,Bilateral,Metronome,2,2,4,ECC-CON,23.3,16.37,,,,90.1,57.28,1.246,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,16,F,G2,Healthy,Elderly >59,75.1,4.5,,72.3,13.2,,Mixed,,,,,Knee extension,Lower,60,Bilateral,Metronome,2,2,4,ECC-CON,11,4.15,,,,27.4,7.61,0.379,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,16,F,G2,Healthy,Elderly >59,75.1,4.5,,72.3,13.2,,Mixed,,,,,Biceps curl,Upper,60,Bilateral,Metronome,2,2,4,ECC-CON,21.3,22.32,,,,13,3.46,0.18,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,8,M,G3,Healthy,Adult 18-59,23.5,1.6,,81.4,8.1,,Mixed,,,,,Leg press,Lower,60,Bilateral,Metronome,2,2,4,ECC-CON,26.3,18.2,,,,347.3,80.39,4.267,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,8,M,G3,Healthy,Adult 18-59,23.5,1.6,,81.4,8.1,,Mixed,,,,,Knee extension,Lower,60,Bilateral,Metronome,2,2,4,ECC-CON,13.9,4.36,,,,101.5,27.24,1.247,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,8,M,G3,Healthy,Adult 18-59,23.5,1.6,,81.4,8.1,,Mixed,,,,,Biceps curl,Upper,60,Bilateral,Metronome,2,2,4,ECC-CON,12.9,3.98,,,,40.4,6.06,0.496,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,16,M,G4,Healthy,Elderly >59,73.6,6.1,,85.5,10.5,,Mixed,,,,,Leg press,Lower,60,Bilateral,Metronome,2,2,4,ECC-CON,19.3,8.69,,,,167.5,69.59,1.959,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,16,M,G4,Healthy,Elderly >59,73.6,6.1,,85.5,10.5,,Mixed,,,,,Knee extension,Lower,60,Bilateral,Metronome,2,2,4,ECC-CON,11.8,3.07,,,,61.2,14.77,0.716,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,16,M,G4,Healthy,Elderly >59,73.6,6.1,,85.5,10.5,,Mixed,,,,,Biceps curl,Upper,60,Bilateral,Metronome,2,2,4,ECC-CON,14.3,4.78,,,,25.1,5.14,0.294,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,8,F,G1,Healthy,Adult 18-59,22,1.9,,61.8,10.4,,Mixed,,,,,Leg press,Lower,80,Bilateral,Metronome,2,2,4,ECC-CON,17,6.57,,,,244.7,83.86,3.96,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,8,F,G1,Healthy,Adult 18-59,22,1.9,,61.8,10.4,,Mixed,,,,,Knee extension,Lower,80,Bilateral,Metronome,2,2,4,ECC-CON,8.8,1.98,,,,57,14.6,0.922,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,8,F,G1,Healthy,Adult 18-59,22,1.9,,61.8,10.4,,Mixed,,,,,Biceps curl,Upper,80,Bilateral,Metronome,2,2,4,ECC-CON,6.5,3.16,,,,19.1,4.53,0.309,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,16,F,G2,Healthy,Elderly >59,75.1,4.5,,72.3,13.2,,Mixed,,,,,Leg press,Lower,80,Bilateral,Metronome,2,2,4,ECC-CON,12.8,7.83,,,,90.1,57.28,1.246,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,16,F,G2,Healthy,Elderly >59,75.1,4.5,,72.3,13.2,,Mixed,,,,,Knee extension,Lower,80,Bilateral,Metronome,2,2,4,ECC-CON,7.9,3.4,,,,27.4,7.61,0.379,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,16,F,G2,Healthy,Elderly >59,75.1,4.5,,72.3,13.2,,Mixed,,,,,Biceps curl,Upper,80,Bilateral,Metronome,2,2,4,ECC-CON,8.9,4.33,,,,13,3.46,0.18,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,8,M,G3,Healthy,Adult 18-59,23.5,1.6,,81.4,8.1,,Mixed,,,,,Leg press,Lower,80,Bilateral,Metronome,2,2,4,ECC-CON,14.9,8.37,,,,347.3,80.39,4.267,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,8,M,G3,Healthy,Adult 18-59,23.5,1.6,,81.4,8.1,,Mixed,,,,,Knee extension,Lower,80,Bilateral,Metronome,2,2,4,ECC-CON,7.3,1.98,,,,101.5,27.24,1.247,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,8,M,G3,Healthy,Adult 18-59,23.5,1.6,,81.4,8.1,,Mixed,,,,,Biceps curl,Upper,80,Bilateral,Metronome,2,2,4,ECC-CON,6.1,1.55,,,,40.4,6.06,0.496,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,16,M,G4,Healthy,Elderly >59,73.6,6.1,,85.5,10.5,,Mixed,,,,,Leg press,Lower,80,Bilateral,Metronome,2,2,4,ECC-CON,9.1,3.68,,,,167.5,69.59,1.959,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,16,M,G4,Healthy,Elderly >59,73.6,6.1,,85.5,10.5,,Mixed,,,,,Knee extension,Lower,80,Bilateral,Metronome,2,2,4,ECC-CON,8.6,2.66,,,,61.2,14.77,0.716,,,,,,NO,NO
Grosicki.ClinIntervAging.2014,16,M,G4,Healthy,Elderly >59,73.6,6.1,,85.5,10.5,,Mixed,,,,,Biceps curl,Upper,80,Bilateral,Metronome,2,2,4,ECC-CON,6.1,2.98,,,,25.1,5.14,0.294,,,,,,NO,NO
Hackett.Sports.2022,10,M,G1,Healthy,Adult 18-59,26.2,4.8,,82.9,6.7,,Trained,,7.5,4.4,Barbell,Bench press,Upper,70,Bilateral,,,,,ECC-CON,19.1,1.8,,,,112.5,10.1,1.357,,,,,,NO,NO
Hackett.Sports.2022,9,M,G2,Healthy,Adult 18-59,26,6.5,,80.6,4.4,,Trained,,7,5.6,Barbell,Squat,Lower,70,Bilateral,,,,,ECC-CON,19.4,2.4,,,,155.6,23,1.931,,,,,,NO,NO
Hackett.Sports.2022,10,M,G3,Healthy,Adult 18-59,26.4,8.8,,81.1,5.4,,Trained,,6.3,5.1,Barbell,Bench press,Upper,70,Bilateral,,,,,ECC-CON,14.7,0.7,,,,92.3,5.3,1.138,,,,,,NO,NO
Hackett.Sports.2022,11,M,G4,Healthy,Adult 18-59,26.5,7.5,,83.1,7,,Trained,,6.8,6.8,Barbell,Squat,Lower,70,Bilateral,,,,,ECC-CON,14.3,1.2,,,,118.4,12.8,1.425,,,,,,NO,NO
Haischer.JHumKinetics.2021,43,M,G1,Healthy,Adult 18-59,23,3,,86.67,13.93,,Trained,,6,3,Barbell,Squat,Lower,70,Bilateral,,,,,ECC-CON,14,4,,,,163.5,39.5,1.886,,,,,,NO,NO
Haischer.JHumKinetics.2021,15,F,G2,Healthy,Adult 18-59,21,2,,63.34,9.6,,Trained,,4,2,Barbell,Squat,Lower,70,Bilateral,,,,,ECC-CON,15,5,,,,81.5,12.5,1.287,,,,,,NO,NO
Hansen.IntZAngewPhysiol.1961,10,F,G1,Healthy,Adult 18-59,25.3,,,62.4,,,,,,,,Biceps curl,Upper,60,Unilateral,,,,2.1,ECC-CON,17,1.6,,,,10.7,0.4,0.171,,,,,,NO,NO
Hansen.IntZAngewPhysiol.1961,10,F,G2,Healthy,Adult 18-59,33.5,,,61.5,,,,,,,,Biceps curl,Upper,60,Unilateral,,,,2.1,ECC-CON,22,3,,,,11.1,0.6,0.18,,,,,,NO,NO
Hass.EJAP.2011,9,Mixed,G1,Healthy,Adult 18-59,46,6.8,,82.1,13.3,,Untrained,,,,Machine,Leg press,Lower,60,Bilateral,,,,,ECC-CON,25.26,3.16,,,,166.47,15.03,2.03,,,,,,NO,NO
Hass.EJAP.2011,23,Mixed,G2,Healthy,Adult 18-59,49,5,,81.3,14,,Untrained,,,,Machine,Leg press,Lower,60,Bilateral,,,,,ECC-CON,28.42,2.89,,,,175.72,16.18,2.16,,,,,,NO,NO
Hass.EJAP.2011,9,Mixed,G1,Healthy,Adult 18-59,46,6.8,,82.1,13.3,,Untrained,,,,Machine,Chest press,Upper,60,Bilateral,,,,,ECC-CON,14.47,1.05,,,,105.2,15.03,1.28,,,,,,NO,NO
Hass.EJAP.2011,23,Mixed,G2,Healthy,Adult 18-59,49,5,,81.3,14,,Untrained,,,,Machine,Chest press,Upper,60,Bilateral,,,,,ECC-CON,13.42,0.53,,,,114.45,20.81,1.41,,,,,,NO,NO
Hass.EJAP.2011,9,Mixed,G1,Healthy,Adult 18-59,46,6.8,,82.1,13.3,,Untrained,,,,Machine,Seated row,Upper,60,Bilateral,,,,,ECC-CON,15,0.79,,,,129.48,12.72,1.58,,,,,,NO,NO
Hass.EJAP.2011,23,Mixed,G2,Healthy,Adult 18-59,49,5,,81.3,14,,Untrained,,,,Machine,Seated row,Upper,60,Bilateral,,,,,ECC-CON,15.53,1.05,,,,131.79,16.18,1.62,,,,,,NO,NO
Hass.MSSE.2000,21,Mixed,G1,Healthy,Adult 18-59,40.1,5.5,,72.4,13.6,,Trained,,6.2,4.6,Machine,Knee extension,Lower,75,Bilateral,,,,,ECC-CON,9.97,0.47,,,,,,,,,,,,NO,NO
Hass.MSSE.2000,21,Mixed,G2,Healthy,Adult 18-59,39.2,6.8,,68,10.9,,Trained,,6.2,4.6,Machine,Knee extension,Lower,75,Bilateral,,,,,ECC-CON,10.03,0.52,,,,,,,,,,,,NO,NO
Hass.MSSE.2000,21,Mixed,G1,Healthy,Adult 18-59,40.1,5.5,,72.4,13.6,,Trained,,6.2,4.6,Machine,Leg press,Lower,75,Bilateral,,,,,ECC-CON,10.85,0.52,,,,,,,,,,,,NO,NO
Hass.MSSE.2000,21,Mixed,G2,Healthy,Adult 18-59,39.2,6.8,,68,10.9,,Trained,,6.2,4.6,Machine,Leg press,Lower,75,Bilateral,,,,,ECC-CON,11.14,0.58,,,,,,,,,,,,NO,NO
Hatfield.JSCR.2021,11,M,G1,Healthy,Adult 18-59,21,2.2,,77.7,8.7,,Trained,0.5,,,Machine,Leg press,Lower,80,Unilateral,,,,,ECC-CON,17.5,7.4,,,,260.1,49.1,0.3,0.04,,,,,YES,NO
Hatfield.JSCR.2021,9,F,G1,Healthy,Adult 18-59,22,3.5,,66.1,9.1,,Trained,0.5,,,Machine,Leg press,Lower,80,Unilateral,,,,,ECC-CON,22.3,12,,,,228.3,43.5,0.3,0.04,,,,,NO,NO
Haynes.Sports.2021,10,M,G1,Healthy,Adult 18-59,22.6,3.2,,88.3,7.8,,Trained,,7.4,3.1,Barbell,Bench press,Upper,75,Bilateral,,,,,ECC-CON,13.71,1.16,,,,108.4,29,1.23,,,,,,NO,NO
Hedley.JSCR.2002,10,M,G1,Healthy,Adult 18-59,23,4,,77.8,2.4,,Trained,,3.1,0.5,Machine,Chest press,Upper,75,Bilateral,,,,,ECC-CON,9.5,2.21,,,,111.2,6.3,1.429,,,,,,NO,NO
Hedley.JSCR.2002,10,M,G1,Healthy,Adult 18-59,23,4,,77.8,2.4,,Trained,,3.1,0.5,Machine,Leg press,Lower,75,Bilateral,,,,,ECC-CON,12,2.21,,,,237.5,13.9,3.053,,,,,,NO,NO
Herda.JSCR.2009,58,M,G1,Healthy,Adult 18-59,21,2,,75,14,,Mixed,,,,Barbell,Bench press,Upper,80,Bilateral,,,,,ECC-CON,8.4,0.5,,,,88.43,8.48,1.179,,,,,,YES,YES
Herda.JSCR.2009,58,M,G1,Healthy,Adult 18-59,21,2,,75,14,,Mixed,,,,Machine,Leg press,Lower,80,Bilateral,,,,,ECC-CON,14.4,1.2,,,,257.55,20.77,3.434,,,,,,YES,YES
Heredia-Elvar.Biology.2022,30,M,G1,Healthy,Adult 18-59,22.56,3.44,,76.61,10.93,,,,,,Barbell,Bench press,Upper,70,Bilateral,Max velocity,,,,ECC-CON,12.5,2.19,,,,,,1.06,0.27,,,,,NO,NO
